Age,MaritalStatus,NumberOfDependents,EducationLevel,EmploymentStatus,Experience,AnnualIncome,SavingsAccountBalance,MonthlyDebtPayments,CreditScore,DebtToIncomeRatio,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,LengthOfCreditHistory,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LoanAmount,LoanPurpose,LoanDuration,RiskScore,LoanApproved
25,Single,1.0,High School,Self-Employed,3.0,100000.0,3698.0,2322,454.0,0.279,55.6,7,4,5.2,0,0,35.5,198029,Home,120,33.5,1
23,Single,1.0,PhD,Employed,0.0,696105.0,80727.0,3962,433.0,0.068,20.5,1,1,3.8,0,1,44.5,902097,Debt Consolidation,60,36.9,1
25,Divorced,0.0,High School,Employed,5.0,355067.0,55803.0,4900,449.0,0.166,32.0,3,2,3.2,0,0,56.6,414496,Home,60,30.4,1
24,Single,0.0,High School,Employed,3.0,103291.0,2689.0,290,420.0,0.034,42.7,4,3,2.6,0,0,48.0,299219,Education,240,23.7,1
22,Single,0.0,Bachelor's,Self-Employed,5.0,418500.0,76987.0,2545,463.0,0.073,,5,1,2.9,0,0,55.8,229918,Auto,120,27.3,1
22,Married,0.0,High School,Employed,0.0,329703.0,133988.0,2282,457.0,0.083,37.7,3,6,3.1,0,0,38.0,486484,Education,60,31.4,1
27,Single,1.0,Bachelor's,Employed,7.0,236145.0,146684.0,3091,533.0,0.157,,5,2,3.8,0,0,63.1,148896,Auto,24,24.7,1
24,Single,1.0,High School,Employed,3.0,133919.0,4119.0,1752,396.0,0.157,73.0,1,0,3.6,0,1,45.3,240560,Business,120,46.4,1
23,Married,0.0,High School,Employed,1.0,211006.0,7406.0,897,485.0,0.051,39.6,5,1,2.6,1,0,45.8,324805,Auto,120,38.1,1
21,Single,0.0,PhD,Unemployed,2.0,100000.0,12970.0,166,488.0,0.02,22.4,1,2,1.6,0,0,66.4,120406,Debt Consolidation,36,20.0,1
22,Single,0.0,Master's,Self-Employed,0.0,238209.0,21110.0,2547,322.0,0.128,100.0,2,1,1.6,0,0,31.1,252871,Auto,60,41.3,1
23,Married,0.0,Bachelor's,Employed,1.0,103284.0,2817.0,1396,303.0,0.162,44.8,3,1,3.8,0,0,32.2,125984,Home,48,32.4,1
23,Single,1.0,Master's,Employed,4.0,179915.0,4529.0,1564,443.0,0.104,65.9,3,0,1.9,0,1,45.9,483081,Debt Consolidation,36,37.0,1
25,Married,1.0,PhD,Employed,4.0,495118.0,178378.0,7523,426.0,0.182,56.3,3,2,3.1,1,0,24.8,1320169,Auto,120,52.1,0
24,Single,1.0,Bachelor's,Employed,5.0,480758.0,84966.0,7700,419.0,0.192,51.5,5,1,3.9,0,1,51.4,861531,Education,240,38.2,1
23,Married,0.0,Bachelor's,Employed,3.0,172586.0,95516.0,1041,448.0,0.072,59.9,7,4,1.6,0,1,51.4,314830,Education,60,35.0,1
23,Married,0.0,Master's,Employed,4.0,308781.0,150028.0,514,526.0,0.02,55.9,3,2,3.9,0,0,49.5,192353,Personal,24,34.4,1
23,Single,0.0,High School,Employed,2.0,172313.0,79751.0,721,320.0,0.05,76.0,4,2,1.7,1,0,26.6,443702,Business,36,51.0,0
27,Married,0.0,Master's,Employed,4.0,806561.0,42659.0,16338,516.0,0.243,41.6,2,4,6.7,0,0,58.5,1871997,Home,60,32.9,1
23,Single,0.0,Bachelor's,Employed,3.0,206505.0,2768.0,3897,513.0,0.226,85.4,3,1,3.5,0,0,66.7,407294,Debt Consolidation,24,36.4,1
29,Single,2.0,High School,Employed,10.0,278754.0,58012.0,4913,386.0,0.211,64.6,5,2,6.3,0,0,39.1,234579,Home,120,33.5,1
27,Married,2.0,Bachelor's,Employed,11.0,213943.0,8786.0,3394,470.0,0.19,33.1,3,1,4.6,1,0,43.3,496487,Auto,24,38.0,1
20,Single,0.0,Bachelor's,Employed,0.0,208489.0,6830.0,4636,459.0,0.267,43.4,3,2,0.8,0,0,43.0,435733,Home,12,36.3,1
20,Single,0.0,High School,Employed,0.0,115672.0,23366.0,1892,477.0,0.196,39.7,1,0,1.2,0,0,60.0,95224,Debt Consolidation,180,29.6,1
30,Single,1.0,High School,Employed,10.0,100000.0,45871.0,713,504.0,0.086,63.2,6,2,8.1,1,1,39.1,212831,Auto,240,50.7,0
20,Single,0.0,Bachelor's,Unemployed,1.0,100000.0,19968.0,166,388.0,0.02,42.5,3,2,0.9,1,0,40.6,54839,Home,120,38.1,1
18,Married,0.0,Master's,Self-Employed,1.0,152132.0,24417.0,3316,402.0,0.262,86.8,3,2,0.0,1,0,14.6,77205,Home,180,45.8,1
27,Divorced,0.0,Master's,Employed,7.0,176219.0,44303.0,2267,341.0,0.154,83.7,5,0,6.3,0,0,36.0,184830,Auto,60,42.1,1
30,Married,2.0,Master's,Employed,7.0,189559.0,28731.0,1179,454.0,0.075,96.5,5,1,6.6,0,0,37.7,183304,Home,180,38.7,1
23,Married,1.0,Master's,Employed,1.0,447584.0,71874.0,4966,388.0,0.133,67.4,2,4,3.1,0,0,37.0,904917,Education,180,38.0,1
24,Single,,Bachelor's,Employed,0.0,201490.0,126828.0,2140,354.0,0.127,33.6,8,1,2.4,0,0,49.7,270500,Debt Consolidation,240,36.0,1
22,Single,0.0,Bachelor's,Self-Employed,4.0,108640.0,67180.0,899,521.0,0.099,77.5,0,3,2.0,0,0,49.8,99018,Home,120,27.6,1
26,Married,,Bachelor's,Self-Employed,5.0,243556.0,7115.0,4409,476.0,0.217,28.2,2,0,6.0,0,0,53.4,516457,Debt Consolidation,180,32.2,1
27,Married,0.0,Bachelor's,Employed,5.0,449466.0,19654.0,7842,469.0,0.209,37.5,2,3,3.2,0,0,50.9,1026119,Personal,36,36.4,1
18,Married,1.0,Bachelor's,Self-Employed,3.0,130291.0,28513.0,793,425.0,0.073,62.8,2,1,0.0,0,1,33.7,111579,Auto,180,44.9,1
25,Married,0.0,Master's,Self-Employed,10.0,351192.0,23727.0,2491,519.0,0.085,15.7,9,1,5.3,0,0,63.8,222002,Debt Consolidation,120,22.4,1
21,Single,0.0,Bachelor's,Unemployed,2.0,100000.0,10073.0,1715,416.0,0.206,23.5,3,3,2.1,1,1,46.9,99506,Auto,240,41.9,1
27,Married,0.0,High School,Employed,5.0,100000.0,44117.0,2135,507.0,0.256,54.7,4,4,7.1,0,0,57.1,208399,Debt Consolidation,180,40.1,1
20,Married,0.0,Bachelor's,Employed,0.0,354662.0,17984.0,3238,499.0,0.11,83.7,3,4,0.9,0,0,45.8,1028532,Auto,180,31.8,1
24,Single,0.0,Bachelor's,Employed,,404563.0,392683.0,2828,300.0,0.084,92.9,3,0,4.7,0,0,28.9,387336,Home,48,47.9,1
23,Single,0.0,PhD,Employed,6.0,306989.0,14840.0,1590,395.0,0.062,59.1,9,2,2.6,0,1,38.0,877727,Business,120,45.6,1
21,Single,0.0,Master's,Unemployed,3.0,121112.0,25211.0,810,417.0,,57.9,2,3,1.3,1,1,41.6,104670,Debt Consolidation,180,56.2,0
19,Single,0.0,High School,Employed,0.0,100000.0,4914.0,333,413.0,0.04,25.6,4,2,0.3,0,1,50.2,262280,Personal,36,36.7,1
19,Single,1.0,Bachelor's,Unemployed,1.0,100000.0,7175.0,1915,423.0,0.23,26.3,3,1,0.5,1,0,34.8,265783,Business,180,45.4,1
22,Single,0.0,Master's,Self-Employed,1.0,421472.0,47600.0,702,424.0,0.02,36.4,2,1,1.4,0,0,58.4,464812,Education,48,24.4,1
22,Married,0.0,High School,Employed,2.0,125047.0,1936.0,2729,376.0,0.262,61.7,1,0,1.7,0,0,51.6,84553,Home,36,42.2,1
29,Married,1.0,Master's,Self-Employed,8.0,381943.0,101497.0,6232,487.0,0.196,39.3,4,1,3.5,0,1,61.6,838028,Business,36,39.9,1
23,Single,0.0,PhD,Employed,6.0,185079.0,,1514,397.0,,43.4,4,4,3.9,1,0,20.0,358664,Auto,60,51.3,0
25,Single,1.0,High School,Employed,3.0,100000.0,18528.0,350,383.0,0.042,45.8,3,6,4.2,0,0,42.9,106424,Business,24,33.0,1
20,Single,0.0,High School,Employed,2.0,252670.0,9607.0,421,407.0,0.02,69.2,1,0,0.6,1,0,24.0,685121,Business,24,54.6,0
21,Single,0.0,Master's,Employed,1.0,237681.0,62198.0,2494,419.0,0.126,54.1,2,3,1.9,0,0,51.8,541744,Home,240,24.6,1
21,Single,0.0,Bachelor's,Employed,2.0,120666.0,9282.0,2377,379.0,0.236,47.8,5,1,1.6,1,0,25.7,164814,Personal,240,47.9,1
24,Single,1.0,Bachelor's,Employed,2.0,135713.0,6179.0,1855,416.0,0.164,59.2,3,2,4.5,0,0,41.7,166015,Home,24,38.3,1
22,Single,0.0,Master's,Self-Employed,0.0,192008.0,5898.0,811,413.0,0.051,68.4,2,2,3.1,0,0,44.3,130877,Personal,120,32.1,1
21,Married,0.0,Bachelor's,Employed,1.0,100000.0,7275.0,482,445.0,0.058,30.5,1,1,1.3,0,0,62.0,71785,Business,240,15.4,1
25,Married,0.0,Bachelor's,Self-Employed,4.0,337724.0,19342.0,562,564.0,0.02,43.5,5,4,4.6,0,0,61.7,229147,Personal,180,23.2,1
22,Single,0.0,Master's,Employed,4.0,351796.0,14791.0,2227,392.0,0.076,31.0,2,1,1.4,0,0,55.6,803283,Home,24,29.5,1
22,Single,0.0,Bachelor's,Self-Employed,,508684.0,14897.0,6312,402.0,0.149,29.2,6,6,3.0,0,1,45.6,636310,Education,180,39.7,1
19,Single,0.0,Bachelor's,Employed,4.0,317426.0,7701.0,2883,463.0,0.109,55.6,4,0,0.6,0,1,47.8,447406,Personal,36,41.3,1
22,Single,1.0,High School,Employed,0.0,100000.0,52478.0,423,434.0,0.051,53.9,2,1,1.4,0,0,52.8,91212,Auto,36,24.6,1
21,Married,0.0,Bachelor's,Employed,1.0,285237.0,93883.0,5627,361.0,0.237,,4,2,2.1,0,0,46.2,776271,Business,60,38.7,1
21,Single,0.0,Master's,Employed,0.0,138505.0,9045.0,2097,453.0,0.182,14.6,3,2,2.1,0,0,51.7,109525,Home,48,20.1,1
24,Married,1.0,High School,Employed,4.0,107750.0,3500.0,1031,492.0,0.115,46.4,3,4,3.7,0,0,57.0,75775,Home,60,28.5,1
22,Married,0.0,Master's,Employed,0.0,114791.0,35189.0,2294,355.0,0.24,64.3,1,1,1.3,0,0,51.8,169974,Home,36,41.3,1
24,Single,0.0,Master's,Employed,5.0,333260.0,157099.0,6373,375.0,0.229,71.1,5,2,2.3,1,0,32.7,763634,Auto,12,44.7,1
27,Married,2.0,Bachelor's,Employed,6.0,107722.0,4590.0,630,495.0,0.07,52.7,4,2,4.7,0,0,63.3,283803,Home,48,28.8,1
27,Married,2.0,High School,Employed,6.0,164439.0,3911.0,2380,425.0,0.174,79.6,4,2,6.8,0,0,44.1,87901,Education,120,38.0,1
18,Single,0.0,Bachelor's,Unemployed,0.0,100000.0,12806.0,1742,462.0,0.209,86.7,6,3,0.0,1,0,37.9,52310,Business,120,49.2,1
24,Single,0.0,Bachelor's,Employed,3.0,407315.0,166575.0,3063,417.0,0.09,47.9,3,2,2.4,0,0,57.9,654189,Personal,60,29.7,1
21,Single,0.0,Bachelor's,Employed,3.0,100000.0,28958.0,2390,512.0,0.287,30.2,1,2,1.3,0,0,64.2,172784,Education,60,20.9,1
23,Single,0.0,Master's,Employed,6.0,150060.0,24782.0,2835,414.0,0.227,54.3,4,3,3.7,0,0,58.5,203080,Business,120,31.2,0
26,Married,0.0,Bachelor's,Self-Employed,3.0,145832.0,19123.0,615,461.0,0.051,55.4,6,2,4.2,0,1,53.6,277476,Business,24,38.5,1
24,Single,1.0,Master's,Employed,7.0,151383.0,33904.0,2509,430.0,0.199,,2,6,4.8,0,0,37.3,153301,Auto,24,41.1,1
23,Married,0.0,Bachelor's,Employed,2.0,141149.0,93096.0,1547,306.0,0.132,77.8,3,3,3.1,0,0,38.8,374917,Auto,12,35.9,1
23,Single,0.0,High School,Employed,0.0,100000.0,1960.0,1465,424.0,0.176,31.5,5,0,2.3,0,0,48.2,69350,Home,48,32.8,1
24,Married,0.0,High School,Employed,4.0,140152.0,6721.0,1266,414.0,0.108,74.7,5,3,2.5,0,0,57.8,231231,Home,60,33.1,1
19,Single,0.0,High School,Employed,0.0,114912.0,14995.0,1477,393.0,0.154,37.8,6,0,0.8,0,0,45.7,294570,Education,36,37.1,1
23,Single,0.0,Master's,Employed,,202542.0,235971.0,868,401.0,0.051,36.6,2,0,3.0,0,0,43.3,207828,Auto,180,39.1,1
27,Single,1.0,Bachelor's,Employed,8.0,105631.0,18931.0,628,398.0,0.071,51.8,3,2,3.6,0,0,31.9,272625,Home,36,25.4,1
21,Single,0.0,High School,Unemployed,6.0,100000.0,23849.0,2096,465.0,0.252,38.7,3,3,1.6,0,0,59.7,195475,Home,60,21.4,1
23,Single,0.0,Bachelor's,Employed,5.0,233983.0,,1534,486.0,0.079,44.2,5,0,3.5,1,0,26.4,193868,Debt Consolidation,120,40.0,1
27,Divorced,1.0,Bachelor's,Employed,4.0,367642.0,290570.0,12608,388.0,0.412,63.8,2,2,3.5,0,0,46.9,1021850,Home,36,37.1,1
29,Married,1.0,High School,Self-Employed,8.0,135564.0,39365.0,1504,466.0,0.133,86.2,3,1,7.6,0,0,62.4,231197,Home,120,31.9,1
18,Single,0.0,Bachelor's,Employed,0.0,100000.0,57328.0,322,422.0,0.039,26.5,3,1,0.0,0,0,37.9,218942,Education,120,16.8,1
22,Married,0.0,Bachelor's,Employed,0.0,322991.0,5842.0,5131,480.0,0.191,34.2,3,3,2.4,0,0,51.4,245680,Auto,12,11.6,0
21,Single,0.0,Master's,Employed,5.0,507009.0,103334.0,9993,500.0,0.237,56.4,3,2,2.1,0,0,63.2,1392306,Education,120,33.3,1
21,Married,1.0,Bachelor's,Self-Employed,1.0,124576.0,5889.0,1213,433.0,0.117,24.3,3,2,2.2,0,0,59.1,269007,Business,60,22.1,1
27,Married,1.0,Bachelor's,Employed,2.0,229853.0,24668.0,2758,468.0,0.144,54.0,2,0,5.0,0,0,55.5,271397,Home,36,28.9,1
24,Single,0.0,Bachelor's,Employed,2.0,116113.0,41333.0,715,435.0,0.074,35.4,2,4,2.5,0,0,39.3,75943,Auto,120,34.0,1
23,Single,0.0,Bachelor's,Self-Employed,0.0,293255.0,40835.0,2123,398.0,0.087,,3,3,3.4,0,0,45.4,788713,Home,240,37.6,1
21,Single,0.0,Master's,Employed,1.0,243722.0,11793.0,1005,466.0,0.049,45.2,4,0,1.0,0,0,54.5,152356,Debt Consolidation,120,20.9,1
27,Married,1.0,PhD,Self-Employed,6.0,386244.0,111659.0,5598,384.0,0.174,57.6,2,1,5.4,0,0,47.3,229111,Education,12,27.3,1
22,Single,0.0,Bachelor's,Employed,,261899.0,166958.0,2019,426.0,0.093,,3,0,1.9,0,1,41.2,362351,Debt Consolidation,60,53.2,0
23,Single,1.0,High School,Employed,1.0,167530.0,26443.0,2948,343.0,0.211,45.2,4,4,2.3,0,0,57.0,134843,Education,240,28.8,1
25,Married,0.0,Master's,Self-Employed,5.0,192182.0,77657.0,3044,444.0,0.19,77.6,3,1,3.9,0,0,47.8,331933,Personal,60,40.1,1
22,Married,0.0,Bachelor's,Employed,1.0,213647.0,152112.0,1449,468.0,0.081,62.0,2,1,1.7,0,0,49.8,557112,Business,48,26.9,1
24,Single,0.0,Bachelor's,Employed,3.0,138412.0,33844.0,1954,348.0,0.169,41.0,3,4,2.0,0,0,43.8,130201,Auto,60,32.8,1
23,Single,0.0,Bachelor's,Unemployed,2.0,100000.0,4701.0,1224,543.0,0.147,13.7,2,3,1.8,0,0,47.6,241309,Home,60,28.3,1
23,Single,0.0,Bachelor's,Employed,0.0,295865.0,6784.0,1017,448.0,0.041,14.6,5,1,2.3,0,0,52.7,558198,Home,60,23.6,1
20,Single,0.0,Bachelor's,Unemployed,1.0,100000.0,1089.0,166,404.0,0.02,36.8,1,0,1.0,0,1,48.9,71538,Education,36,33.4,1
23,Single,0.0,Master's,Employed,3.0,370752.0,48926.0,7282,463.0,0.236,68.1,6,0,2.7,0,0,50.3,1076880,Debt Consolidation,120,38.3,1
30,Married,3.0,Bachelor's,Unemployed,15.0,100000.0,49043.0,608,403.0,0.073,56.7,5,3,5.5,0,1,48.1,221551,Home,12,44.8,1
22,Single,0.0,Master's,Employed,2.0,191861.0,6654.0,5269,389.0,0.33,63.5,2,1,2.9,0,0,46.9,410610,Debt Consolidation,60,35.5,1
22,Single,0.0,Bachelor's,Employed,0.0,364771.0,25103.0,3379,418.0,0.111,41.1,1,1,1.9,0,0,56.4,394213,Auto,48,36.7,1
24,Single,0.0,Bachelor's,Unemployed,6.0,105115.0,92319.0,3016,481.0,0.344,75.0,1,1,3.1,1,0,38.3,54559,Business,60,49.8,1
24,Single,0.0,Master's,Self-Employed,2.0,,8811.0,2262,451.0,0.131,51.2,5,0,2.6,0,0,62.5,349834,Home,48,27.7,1
21,Single,1.0,Master's,Employed,0.0,100000.0,35985.0,355,348.0,0.043,18.7,4,7,1.9,1,0,18.8,123691,Home,36,41.4,1
22,Single,0.0,Bachelor's,Employed,6.0,160426.0,19655.0,1465,445.0,0.11,54.0,4,2,3.1,0,1,48.0,169406,Home,240,38.0,1
21,Married,0.0,High School,Unemployed,3.0,104736.0,22506.0,624,441.0,0.071,12.6,2,0,0.9,0,0,58.6,283329,Auto,120,16.2,1
23,Married,0.0,Bachelor's,Unemployed,2.0,100000.0,22905.0,1658,347.0,0.199,28.1,4,5,3.4,0,1,51.7,57261,Home,48,38.4,1
19,Single,0.0,Bachelor's,Employed,0.0,126466.0,23430.0,1333,386.0,0.126,52.0,3,2,0.7,0,1,60.2,199994,Home,180,46.5,1
25,Married,1.0,PhD,Self-Employed,5.0,506510.0,17748.0,6956,452.0,0.165,71.0,8,2,3.0,0,0,58.4,1217074,Auto,24,39.2,0
22,Single,0.0,Master's,Self-Employed,0.0,112243.0,3149.0,1185,364.0,0.127,59.2,3,2,3.0,1,1,33.9,217684,Business,24,48.3,1
24,Married,0.0,Bachelor's,Unemployed,6.0,100000.0,34737.0,1366,329.0,0.164,26.8,3,4,4.2,0,1,41.6,274426,Home,120,38.6,1
23,Single,0.0,Master's,Self-Employed,1.0,276037.0,11867.0,3943,363.0,0.171,55.0,5,2,1.9,0,0,42.9,810460,Personal,120,37.1,1
24,Single,0.0,High School,Self-Employed,5.0,100000.0,14387.0,247,493.0,0.03,55.6,3,2,3.4,0,0,57.8,258087,Home,60,30.6,1
19,Single,0.0,Master's,Unemployed,2.0,100000.0,4854.0,1596,427.0,0.192,54.5,1,2,0.7,0,0,45.0,130773,Debt Consolidation,120,33.6,1
26,Married,2.0,High School,Employed,10.0,103524.0,27979.0,1225,509.0,0.142,42.5,7,4,5.3,0,0,53.8,269362,Debt Consolidation,180,41.7,1
24,Married,1.0,Bachelor's,Employed,4.0,163152.0,56422.0,806,472.0,0.059,31.4,3,3,2.7,0,0,53.6,234610,Education,60,25.6,1
20,Single,0.0,High School,Self-Employed,2.0,100000.0,5977.0,1315,447.0,0.158,86.0,3,0,0.9,0,0,61.8,84798,Business,36,35.2,1
21,Single,0.0,Master's,Self-Employed,0.0,489794.0,77898.0,9414,315.0,0.231,55.5,1,0,1.5,1,0,21.6,648181,Home,180,46.0,1
18,Single,0.0,Bachelor's,Employed,0.0,133487.0,22773.0,1858,391.0,0.167,14.1,3,2,0.0,1,0,14.0,288082,Debt Consolidation,180,48.3,1
23,Single,0.0,High School,Unemployed,,100000.0,28192.0,994,381.0,0.119,32.3,3,0,1.7,0,1,45.4,206183,Business,240,32.4,1
23,Single,0.0,Master's,Employed,1.0,244903.0,9683.0,4147,462.0,0.203,45.6,2,2,3.2,0,0,72.6,138552,Home,60,24.3,1
25,Married,2.0,PhD,Employed,2.0,674818.0,75806.0,16961,474.0,0.302,50.8,4,2,5.0,0,0,67.1,1920438,Education,48,30.2,1
18,Married,0.0,Bachelor's,Self-Employed,0.0,297092.0,27700.0,1917,376.0,0.077,69.0,1,1,0.0,0,0,35.0,735961,Business,120,27.2,1
18,Single,0.0,Bachelor's,Employed,0.0,100000.0,10040.0,1146,472.0,0.138,48.0,2,3,0.0,0,0,58.7,158050,Business,240,32.6,1
26,Married,2.0,Master's,Employed,7.0,100000.0,26962.0,166,350.0,0.02,69.7,6,3,5.1,1,0,10.0,264060,Education,24,47.7,1
26,Divorced,3.0,Master's,Employed,7.0,160441.0,26489.0,1018,442.0,0.076,86.7,7,2,5.4,0,0,41.1,410019,Debt Consolidation,48,24.0,0
24,Single,0.0,High School,Employed,8.0,166046.0,17614.0,2676,402.0,0.193,14.0,6,2,4.4,0,0,56.0,296913,Auto,60,34.3,1
19,Single,0.0,PhD,Unemployed,1.0,202289.0,48327.0,5013,332.0,0.297,27.5,4,2,0.8,0,0,38.8,396838,Auto,240,33.8,1
23,Single,0.0,Bachelor's,Employed,1.0,114498.0,71193.0,1843,383.0,0.193,89.9,4,1,3.5,0,0,46.8,197021,Business,60,43.6,1
29,Single,2.0,Bachelor's,Self-Employed,13.0,488442.0,,3677,425.0,0.09,67.6,3,1,5.4,0,1,59.1,282254,Auto,48,42.0,1
24,Single,0.0,Bachelor's,Employed,9.0,157893.0,4234.0,610,445.0,0.046,54.5,5,3,2.2,1,0,24.5,386357,Home,60,39.8,1
22,Married,0.0,High School,Employed,0.0,250424.0,148719.0,4960,430.0,0.238,76.1,4,0,2.4,0,0,47.6,647503,Auto,180,39.9,1
22,Single,0.0,Master's,Unemployed,0.0,100000.0,5697.0,1647,374.0,0.198,36.8,4,3,1.5,0,0,54.5,91225,Auto,120,35.4,1
19,Single,0.0,Master's,Unemployed,0.0,100000.0,7375.0,2045,449.0,0.245,61.6,1,2,0.4,0,0,53.6,118364,Education,48,28.9,0
24,Single,0.0,High School,Self-Employed,3.0,,108190.0,566,391.0,0.064,60.3,4,4,4.2,0,0,48.4,149786,Personal,240,37.3,1
30,Married,,Master's,Self-Employed,9.0,295409.0,36685.0,4680,476.0,0.19,38.6,5,2,8.1,1,0,47.9,347462,Home,12,43.0,1
21,Married,0.0,High School,Employed,5.0,264682.0,67330.0,488,423.0,0.022,47.0,2,1,1.0,1,0,25.1,716962,Business,36,41.4,1
22,Married,0.0,Master's,Self-Employed,2.0,572288.0,352356.0,1681,427.0,0.035,71.3,3,2,1.6,0,0,45.4,1507805,Auto,36,27.9,1
25,Married,2.0,High School,Employed,6.0,205271.0,13014.0,2878,475.0,0.168,17.2,5,0,5.3,0,0,69.5,382357,Home,48,13.0,1
19,Single,0.0,Bachelor's,Employed,3.0,292057.0,78971.0,5595,330.0,,58.7,4,2,0.3,1,0,16.9,716565,Education,120,48.9,1
25,Single,1.0,PhD,Self-Employed,4.0,228753.0,57313.0,1994,436.0,0.105,43.5,5,5,3.1,0,0,48.9,120376,Home,240,23.3,1
24,Single,0.0,High School,Employed,5.0,113732.0,26813.0,1600,498.0,0.169,15.6,4,0,4.4,0,0,61.7,125691,Business,60,23.4,1
20,Married,0.0,Bachelor's,Self-Employed,2.0,361351.0,156642.0,7795,444.0,0.259,44.6,2,1,1.4,0,0,46.2,604554,Education,120,36.9,1
24,Single,0.0,Bachelor's,Self-Employed,5.0,369807.0,63420.0,5548,459.0,0.18,20.1,6,1,3.2,0,0,48.9,617401,Education,24,25.2,1
29,Single,0.0,PhD,Employed,5.0,213136.0,4999.0,1704,429.0,0.096,58.6,7,1,4.6,0,0,62.0,182849,Home,240,27.2,1
22,Single,0.0,Master's,Unemployed,3.0,100000.0,5220.0,554,402.0,0.066,54.8,2,5,2.2,0,0,40.8,293871,Debt Consolidation,240,37.7,1
19,Single,1.0,Master's,Employed,0.0,143943.0,45480.0,1367,322.0,0.114,58.4,5,1,0.3,1,0,18.6,245225,Personal,120,55.1,0
26,Single,3.0,PhD,Employed,5.0,267108.0,85379.0,3620,438.0,0.163,53.1,4,0,5.3,0,0,39.9,192574,Home,120,36.7,1
21,Single,0.0,High School,Unemployed,2.0,100000.0,30492.0,2681,,0.322,77.4,2,2,1.4,0,0,54.0,78429,Auto,120,39.8,1
27,Married,0.0,Bachelor's,Employed,10.0,100000.0,36438.0,1858,395.0,0.223,62.1,5,2,6.8,0,0,51.0,179952,Auto,36,48.6,1
23,Married,0.0,Master's,Employed,2.0,262939.0,75018.0,2076,300.0,0.095,73.1,3,3,2.4,0,0,43.4,226982,Auto,36,41.2,1
27,Single,2.0,PhD,Employed,5.0,338062.0,88091.0,4753,455.0,0.169,39.5,4,1,4.4,0,0,42.4,825052,Auto,240,31.8,1
23,Single,0.0,Bachelor's,Employed,2.0,220052.0,46626.0,3244,476.0,0.177,88.3,3,5,2.6,0,1,55.4,391115,Personal,60,46.1,1
21,Married,1.0,Bachelor's,Unemployed,5.0,100000.0,4586.0,1167,457.0,0.14,,2,1,1.9,0,0,50.8,180925,Education,48,29.5,1
24,Single,0.0,Bachelor's,Employed,,262629.0,148884.0,437,,0.02,77.6,5,4,1.9,0,0,67.3,720084,Home,24,26.2,1
23,Single,1.0,PhD,Self-Employed,1.0,783682.0,26512.0,8838,409.0,0.135,59.4,3,2,2.7,0,0,43.9,694591,Debt Consolidation,24,23.1,0
20,Single,1.0,Bachelor's,Employed,2.0,130868.0,3441.0,1573,412.0,0.144,44.6,4,3,1.5,1,0,29.2,88876,Debt Consolidation,36,46.6,1
23,Single,0.0,Bachelor's,Self-Employed,3.0,378036.0,98224.0,3124,523.0,0.099,67.8,4,1,3.2,0,0,51.0,647733,Education,48,31.9,1
20,Single,0.0,High School,Employed,0.0,196354.0,7986.0,2001,438.0,0.122,88.0,2,1,1.4,0,0,46.3,483843,Auto,180,33.6,1
19,Single,,Bachelor's,Employed,2.0,233713.0,5172.0,1480,422.0,0.076,56.6,3,1,0.4,0,1,61.3,188809,Education,48,39.3,1
24,Single,0.0,Master's,Unemployed,5.0,100000.0,1568.0,992,403.0,0.119,34.1,2,3,1.9,0,0,40.2,191597,Home,120,26.6,1
24,Single,1.0,Bachelor's,Employed,8.0,191861.0,9664.0,3726,393.0,0.233,28.1,4,4,2.5,0,0,31.5,229137,Home,180,32.2,1
28,Married,2.0,High School,Employed,8.0,210651.0,42801.0,3139,428.0,0.179,85.5,6,2,3.6,0,1,55.4,340724,Debt Consolidation,12,47.9,1
20,Single,0.0,Bachelor's,Employed,0.0,281969.0,81157.0,1299,351.0,0.055,65.8,1,2,0.8,0,0,37.0,599265,Education,120,37.3,1
23,Single,0.0,Bachelor's,Employed,1.0,285117.0,,4017,435.0,0.169,87.4,4,1,2.3,0,0,37.5,288021,Auto,36,47.2,1
20,Single,0.0,PhD,Employed,4.0,138796.0,88162.0,836,470.0,0.072,,2,4,1.4,0,0,47.9,130451,Debt Consolidation,120,39.1,1
26,Divorced,0.0,High School,Self-Employed,6.0,140492.0,52859.0,596,528.0,0.051,51.1,3,0,5.9,0,0,57.7,226568,Auto,60,30.1,1
26,Married,0.0,Bachelor's,Employed,5.0,403879.0,376050.0,1923,437.0,0.057,50.5,5,4,3.8,0,0,43.6,592971,Business,120,39.3,1
24,Married,0.0,High School,Employed,6.0,196415.0,23799.0,2862,369.0,0.175,55.7,4,1,4.1,0,0,50.7,102047,Education,180,32.2,1
29,Married,0.0,Master's,Employed,6.0,463518.0,163079.0,3784,467.0,0.098,52.3,2,3,4.2,0,0,36.4,528627,Debt Consolidation,180,40.7,1
28,Married,1.0,Bachelor's,Employed,6.0,287755.0,184502.0,2016,406.0,0.084,32.6,3,5,7.4,0,0,40.3,491178,Home,24,27.9,1
22,Single,1.0,Bachelor's,Self-Employed,4.0,363515.0,69998.0,5312,403.0,0.175,19.1,2,2,3.2,0,0,42.6,1072832,Business,60,28.8,1
